ID,RepoName,CommitId,Previous,CommitMessage
0,ClusterLabs/pacemaker,38a7c5df7c01ffeb114dfd28e0418b90066930bc,1,Test: travis: build up a test matrix incl. no-compile item; cleanup  - drop chrpath and perl packages as dependencies completely - restructure for readability  minimize separate invocations - add no-compile (maintenance only) test item to the matrix   that runs xml/regression.sh (without any switch and with -B/-S)   once all the RNG files are generated (bypassing full-fledged   configuration); it also sanity-checks that RNG files  unchecked   so far  validate per public relaxng.rng schema themselves
1,ClusterLabs/pacemaker,b24ca8dbca0e44281c52b05009628ae588064fb6,0, 
2,FALCONN-LIB/FALCONN,353ab32eeee090d392b98f38384f5134aea81944,1,clean up Travis config
3,FALCONN-LIB/FALCONN,12d11ea117dcefb1996626e7c8374dd6e34542d9,0, 
4,Freescale/u-boot-fslc,e7c05b1fda999e5676289386a956dc56df03eec2,1,travis: Split the building into two parts  Buildman is used in two ways:  - to build a selection of boards (with no testing) - to build a single board (and run pytest)  The gitlab and azure scrips do this in separate places  but travis does not. To aid the refactoring process and keep the following patches in sync across all three environments  split the code out in travis as well.  Use the buildman -w option for the single board. It is easier to understand since it specifies the output directory directly. Also it avoids needing to look at the internal .bm-work directory.  This initially creates some duplicate code  but by the end of the series we have two completely different build paths with different arguments.  Signed-off-by: Simon Glass <sjg@chromium.org> Reviewed-by: Tom Rini <trini@konsulko.com>
5,Freescale/u-boot-fslc,f08c8ef9b7d7cf8bbdb744636f64515ac072569d,0, 
6,MoarVM/MoarVM,e82982e3dce677090433ba54e21877001589927f,1,Clean up and add some comments to .travis.yml
7,MoarVM/MoarVM,b2d0914354771fe972c3cc60e420f7d56710f316,0, 
8,OpenVSP/OpenVSP,9eef58c8009a1ee80968ccee7a79dc82f0692f50,1,Clean up redundant variables  VSP_USE_SYSTEM_XXXX Default to false  no need to pass false.  Keep cpptest=false as it seemed to cause build problems.
9,OpenVSP/OpenVSP,d1514acf887d49c7ceb02e1414f2b745bcd25e0c,0, 
10,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,1,clean up travis.yml tab alignment
11,astropy/astropy,b1b9c80555087d5af8b57d75d176a413ed140171,0, 
12,astropy/astropy,3825f615bac593eab51335f7fe5a6c08a26d79a7,1,clean up .travis.yml
13,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,0, 
14,astropy/astropy,38d4655cb6271c02ca7a92aa14302af83d8195c4,1,Clean up Travis configuration
15,astropy/astropy,6d33347f290846d81267df9d658290a163253e4a,0, 
16,axboe/fio,be90946e4efe2c6666106e376eb51562a926ddd7,1,travis: add 32 bit build  minor updates and cleanups  - Rejig the Travis file so it does a 32 bit Linux build (albeit on a 64   bit system). GlusterFS is only installed on 64 bit Linux because the   32 bit deb tries to pull in psmisc:i386 which conflicts with the   regular (64 bit) psmisc. The clang 32 bit build works fine but only   the gcc 32 bit build is done to reduce the number of builds for now. - Minor reformatting to make it a bit easier to read the shell script   (but behind the scenes it's still all squashed on to one line). - Stop apt from installing/upgrading non-essential packages so as to   reduce build time. - Make OSX build use a newer Xcode.
17,axboe/fio,07dff7d1d614b33e3a6d3e3ade38ce648b53a632,0, 
18,cetic/6lbr,42421825884b5aaa52fbe1331b23bacaaaf347ee,1,"Clean up script commands in .travis.yml.  Besides general whitespace and quoting cleanup  commands that test variables were changed from:   [ $B = a ] && command || true to   if [ $B = a ] ; then command ; fi This form correctly returns the exit code of ""command""."
19,cetic/6lbr,784b20c04d299ccb7a7fb9d3c90aa31dff3bf520,0, 
20,curl/curl,2c598cc77822b27eef5ee6c2810ed6da49ff95bf,1,travis: upgrade to bionic  clang-9  improve readability  Changes  partially to reduce build failures from external dependencies:  - Upgrade Ubuntu and drop unnecessary third-party repos.  - Properly clone apt config to ensure retries.  - Upgrade to clang-9 from the standard repos.  - Use Ubuntu 20.04 focal for the libssh build  use of ssh_get_publickey    fails on -Werror=deprecated-declarations in Ubuntu 18.04. Do not use    focal everywhere yet since Travis CI has not documented this option.    In focal  python-impacket (Py2.7) has been removed  leaving only    python3-impacket. Since it is only needed for SMB tests and not SSH     skip it for the libssh job since it might need more work.  - apt: Remove gcc-8 and libstdc++-8-dev  already installed via g++-8.  Non-functional cleanups:  - Simplify test matrix  drop redundant os and compiler keys.  - Deprecation fixes: remove sudo  rename matrix -> jobs.  - Every job has an 'env' key  put this key first in a list item.  Closes #5370
21,curl/curl,1753e4140b1eea1b26a9bab61cd36a645a9ba1fe,0, 
22,facebook/openbmc,9f94e6208b0ab7f879c6fd35b9c1430f1ed09a64,1,travis-ci: refactor steps to simplify travis.yml  Summary: Move any multi-line travis.yml call into separate shell scripts to clean up.  Include a small change to defer sstate fetching until we determine we are going to build a particular machine (which saves time on machines we determine do not need to be built).  Test Plan: PR to openbmc/openbmc to trigger Travis  Reviewed By: zhdaniel12  fbshipit-source-id: 4d087a70bc
23,facebook/openbmc,4682ffcbb0fe16ab21bd05a03af50125e6fab640,0, 
24,ivmai/bdwgc,0138d609f7722d4e2ca0226aa21e0795384b4a2e,1,Travis CI: Replace multiple CONF_x with a single CONF_OPTIONS variable (code refactoring)
25,ivmai/bdwgc,07d98957981a30055e98486911cecc736421467d,0, 
26,ivmai/bdwgc,a9690ace022c7b978ec4efd3f387267364682492,1,Travis CI: Put GNU S/W download base URL in a dedicated variable (code refactoring)
27,ivmai/bdwgc,a1a1c47b063a80802b7fa4a407878484beeab60d,0, 
28,jerryscript-project/jerryscript,6b1ed6e021c1380e8cdff41cf6a7a05c541d6b09,1,Refactor/simplify .travis.yml (#2090)  Over time  `.travis.yml` grew somewhat organically and became quite complex. With some rewrites  it can set up the Travis CI stages better  and become simpler  more logical  and more maintainable.  The refactoring keeps all existing functionality.  JerryScript-DCO-1.0-Signed-off-by: Akos Kiss akiss@inf.u-szeged.hu
29,jerryscript-project/jerryscript,52ecafc8884fdd129fb98e93001ccc3ad3222aa2,0, 
30,littlefs-project/littlefs,c7987a31626a4c6694bdf3492e0ade7f9884677c,1,"Restructured .travis.yml to span more jobs  The core of littlefs's CI testing is the full test suite  `make test`  run under a number of configurations:  - Processor architecture:   - x86 (native)   - Arm Thumb   - MIPS   - PowerPC - Storage geometry:   - rs=16   ps=16   cs=64   bs=512   (default)   - rs=1    ps=1    cs=64   bs=4KiB  (NOR flash)   - rs=512  ps=512  cs=512  bs=512   (eMMC)   - rs=4KiB ps=4KiB cs=4KiB bs=32KiB (NAND flash) - Other corner cases:   - no intrinsics   - no inline   - byte-level read/writes   - single block-cycles   - odd block counts   - odd block sizes  The number of different configurations we need to test quickly exceeds the 50 minute time limit Travis has on jobs. Fortunately  we can split these tests out into multiple jobs. This seems to be the intended course of action for large CI ""builds"" in Travis  as this gives Travis a finer grain of control over limiting builds.  Unfortunately  this created a couple issues:  1. The Travis configuration isn't actually that flexible. It allows a    single ""matrix expansion"" which can be generated from top-level lists    of different configurations. But it doesn't let you generate a matrix    from two seperate environment variable lists (for arch + geometry).     Without multiple matrix expansions  we're stuck writing out each test    permutation by hand.     On the bright-side  this was a good chance to really learn how YAML    anchors work. I'm torn because on one hand anchors add what feels    like unnecessary complexity to a config language  on the other hand     they did help quite a bit in working around Travis's limitations.  2. Now that we have 47 jobs instead of 7  reporting a separate status    for each job stops making sense.     What I've opted for here is to use a special NAME variable to    deduplicate jobs  and used a few state-less rules to hopefully have    the reported status make sense most of the time.     - Overwrite ""pending"" statuses so that the last job to start owns the      most recent ""pending"" status    - Don't overwrite ""failure"" statuses unless the job number matches      our own (in the case of CI restarts)    - Don't write ""success"" statuses unless the job number matches our      own  this should delay a green check-mark until the last-to-start      job finishes    - Always overwrite non-failures with ""failure"" statuses     This does mean a temporary ""success"" may appear if the last job    terminates before earlier jobs. But this is the simpliest solution    I can think of without storing some complex state somewhere.     Note we can only report the size this way because it's cheap to    calculate in every job."
31,littlefs-project/littlefs,dcae185a000576fc91c12287149e65b7588e925e,0, 
32,littlekernel/lk,e3db4cb8b992a283aabfad7bae621fe90e6273ff,1,[travis-ci] clean up the travis.yml file slightly  make it pass travis-lint
33,littlekernel/lk,70c1b1ac9269d7953929701741aa7d918a19a198,0, 
34,mruby/mruby,f38e6c63e9bed2aea5dffcf058fca13f7917365b,1,Refactor .travis.yml to remove duplicated env: MRUBY_CONFIG.
35,mruby/mruby,8392578216548c01713319df199c7344e056ba24,0, 
36,pgbouncer/pgbouncer,10efab54d7ac40361e999469bf410cb056905a65,1,"Fix reporting of adns implementation in configure  This was slightly broken by 748c83e5d8b05448725ce8a69213ed620a53d431 in the sense that configure would report both  say  c-ares and evdns as ""yes"" without indication which one would actually be used.  Clean that logic up a bit and report the actually used implementation at the end of configure in a clearer way.  Also improve the documentation in README.md around this.  Also clean up the build matrix in .travis.yml and remove a redundant configuration."
37,pgbouncer/pgbouncer,97b2bbd5640590ca5ed7df63c7cdbbab90c192a7,0, 
38,u-boot/u-boot,e7c05b1fda999e5676289386a956dc56df03eec2,1,travis: Split the building into two parts  Buildman is used in two ways:  - to build a selection of boards (with no testing) - to build a single board (and run pytest)  The gitlab and azure scrips do this in separate places  but travis does not. To aid the refactoring process and keep the following patches in sync across all three environments  split the code out in travis as well.  Use the buildman -w option for the single board. It is easier to understand since it specifies the output directory directly. Also it avoids needing to look at the internal .bm-work directory.  This initially creates some duplicate code  but by the end of the series we have two completely different build paths with different arguments.  Signed-off-by: Simon Glass <sjg@chromium.org> Reviewed-by: Tom Rini <trini@konsulko.com>
39,u-boot/u-boot,f08c8ef9b7d7cf8bbdb744636f64515ac072569d,0, 
40,Dobiasd/frugally-deep,3c2e20df794220524b6dbe25187e46bd8ac6b296,1,clean up travis script
41,Dobiasd/frugally-deep,f9f628da82520822fc98b896621ff344f8d8b712,0, 
42,FirebaseExtended/firebase-arduino,4d9a4d33bc2f6c5c107bd28d04e3384d97f3f36a,1,travis: clean up
43,FirebaseExtended/firebase-arduino,a8bcbb05f4067a589d76f9a96f8f61fc6efaad91,0, 
44,MariaDB/server,20ddc1e0864da817a6d7dcb7168838803452e852,1,Travis-CI: No-change cleanup of bad syntax in .travis-ci.yml  This is first step in refactoring the Travis-CI file  which had become a mess. This commit has no functional changes  just syntactical cleanup and simplification.  Dependencies list has not changes  it is just sorted alphabetically so it is easier to compare to e.g. debian/control file list.
45,MariaDB/server,ed6168f7cee42dd42a93a7c8a11cb535b11932b2,0, 
46,MariaDB/server,a5d73d4d7240a079b53cdb3e7d82985598e0529c,1,Travis-CI: Refactor .travis.yml and document  This further simplifies and cleans up the Travis-CI file without making any major functional changes.  With this structure .travis.yml is much easier to read and thanks to the added documentation next developers are less likely to mess it up again as they can more easily see how the jobs matrix work.  Number of jobs: - before: 33 (with 7 ignored) - after:  33 (with 7 ignored)  This partially reverts commits c12609d and 193bc89.  Remove unnecessary dependencies that nothing uses: dpatch libzmq-dev  Install extra build dependencies from a PPA specifically tailored for Travis-CI use and which ensures all architectures are supported (in this case s390x is needed and was not available from mariadb.org repos).  Validated with https://config.travis-ci.com/explore
47,MariaDB/server,20ddc1e0864da817a6d7dcb7168838803452e852,0, 
48,MarlinFirmware/Marlin,622048ffb08b716019259e56c97ff07c10a8338e,1,Clean up whitespace  trailing space  bad tab conversion  etc.
