FileName,Loc,AvgAssignment,AvgBlankLines,AvgColon,AvgComment,AvgDash,AvgEnvLenght,AvgEnvVariable,AvgIfStatement,AvgIndentation,AvgKeyword,AvgLineLenght,AvgNumber,AvgParenthesis,AvgScriptLenght,AvgSpace,MaxEnvLenght,MaxEnvVariable,MaxIndentation,MaxLineeLenght,MaxNumber,MaxOccurencesCharacter,MaxOccurrencesEnv,MaxScriptLenght,Redable
pipeline/000302d257659f392496af2fefd9b4fcde3462d7.txt,18,0.35294117647058826,0,0.5294117647058824,0.05555555555555555,0.7058823529411765,0,0,0.16666666666666666,1.2222222222222223,0.5294117647058824,19.72222222222222,0,0.7058823529411765,65.75,4.166666666666667,0,0,4,66,0,18,0,73,1
pipeline/000abdd35364a688228dfcc36643a1fb834b1b14.txt,14,0.07142857142857142,0,0.8571428571428571,0,0.7857142857142857,0,0,0,1.2857142857142858,0.8571428571428571,20.214285714285715,0.07142857142857142,0.14285714285714285,86.5,2.4285714285714284,0,0,4,116,1,24,0,121,1
pipeline/001d9156c8faf16c812d1d7e860cc94474058909.txt,12,0,0,0.3333333333333333,0,1.0833333333333333,0,0,0,1.6666666666666667,0.3333333333333333,10.333333333333334,1.1666666666666667,0,0,2.4166666666666665,0,0,4,17,3,13,0,0,1
pipeline/002b61bff77428a9be3958af36517810f4207097.txt,5,0,0,0.8,0,0.6,0,0,0,0.4,0.8,15.4,0.6,0,0,1.8,0,0,2,36,3,7,0,0,1
pipeline/004116f9be3213ac543b65acb6a3dbb35e8b5c0e.txt,50,0.1,0,0.4,0.02,0.96,0,0,0,2.48,0.4,19.44,0.88,0.04,30.2,3.82,0,0,6,179,36,58,0,93,0
pipeline/004585f9dd099f6ed97c070a78512606a697bf1a.txt,108,0.3488372093023256,0.07407407407407407,0.8837209302325582,0.12962962962962962,0.5465116279069767,3.0,0.24074074074074073,0,3.2857142857142856,0.776595744680851,20.52777777777778,3.116279069767442,0,37.333333333333336,4.443396226415095,3,1,6,186,35,103,27,51,1
pipeline/005ac231d6eab8bf1a772c370514939949e96330.txt,511,0.33557046979865773,0.046966731898238745,0.29082774049217003,0.07827788649706457,2.1140939597315436,4.791666666666667,0.046966731898238745,0,10.585987261146498,0.27388535031847133,35.53620352250489,0.16778523489932887,0.0044742729306487695,43.44709897610922,14.406060606060606,13,1,16,283,14,1441,258,287,1
pipeline/008a727e6481f5d8bfdb47549f504e4504ee7197.txt,23,0.13043478260869565,0,0.6956521739130435,0,0.34782608695652173,9.5,0.17391304347826086,0,1.0434782608695652,0.6956521739130435,21.434782608695652,1.0434782608695652,0.08695652173913043,18.666666666666668,1.8695652173913044,13,2,4,180,22,28,2,35,1
pipeline/00a6eb6687d6b3f658b20c8cdd7224bf85b0741a.txt,124,1.065217391304348,0.06451612903225806,0.5978260869565217,0.1935483870967742,1.2608695652173914,8.0,0.4838709677419355,0.043478260869565216,3.5043478260869567,0.49,26.725806451612904,0.9456521739130435,0.5434782608695652,44.906976744186046,7.414634146341464,15,4,8,215,39,146,19,221,1
pipeline/0107ee8a80814221dda15d413f77f870db2e5636.txt,13,0.23076923076923078,0,0.6923076923076923,0,0.5384615384615384,0,0,0,0.7692307692307693,0.6923076923076923,14.0,0.15384615384615385,0,0,1.9230769230769231,0,0,2,49,1,15,0,0,0
pipeline/012e32581891b32b3e840a7ea8b38d4b8b421bd3.txt,29,0.4482758620689655,0,0.8275862068965517,0,0.7931034482758621,3.0,0.41379310344827586,0,2.0,0.3793103448275862,16.551724137931036,0.20689655172413793,0,22.0,2.9655172413793105,3,1,6,50,3,37,12,30,0
pipeline/0138d609f7722d4e2ca0226aa21e0795384b4a2e.txt,230,0.47767857142857145,0.021739130434782608,0.6428571428571429,0.004347826086956522,2.049107142857143,12.74,0.21739130434782608,0.044642857142857144,6.004464285714286,0.5676855895196506,27.265217391304347,0.16964285714285715,0.49107142857142855,37.72727272727273,8.31004366812227,22,1,16,374,2,459,32,108,1
pipeline/014f2d4ae98a092b08abad202c1cceceef76e137.txt,14,0.07142857142857142,0,0.8571428571428571,0,0.7857142857142857,0,0,0,1.2857142857142858,0.8571428571428571,20.214285714285715,0.07142857142857142,0.14285714285714285,86.5,2.4285714285714284,0,0,4,116,1,24,0,121,1
pipeline/015120211049bb5eb76f01d6ab325453198d1c6d.txt,28,0.08333333333333333,0.14285714285714285,0.25,0,1.5833333333333333,14.0,0.03571428571428571,0,1.5833333333333333,0.21428571428571427,16.178571428571427,0.6666666666666666,0.08333333333333333,26.866666666666667,3.5,14,1,2,67,6,38,2,75,1
pipeline/015db510072df3d07ca6ac6ce013170ffc838f62.txt,21,0.047619047619047616,0,0.8571428571428571,0,0.6190476190476191,0,0,0,2.2857142857142856,0.8095238095238095,21.714285714285715,0.047619047619047616,0.7619047619047619,86.5,3.5238095238095237,0,0,6,116,1,41,0,121,0
pipeline/0173260f339e096860b3bf343c6fd39b21c3a025.txt,43,0.24242424242424243,0.18604651162790697,0.5454545454545454,0.046511627906976744,1.5454545454545454,8.714285714285714,0.16279069767441862,0,2.121212121212121,0.43902439024390244,22.093023255813954,0.5757575757575758,0.18181818181818182,53.4,3.024390243902439,13,1,6,94,4,75,7,93,1
pipeline/018ca7ebdf2fb2b4496b3a87805c33ae872f5a5d.txt,32,0.25,0.25,0.5833333333333334,0,0.5833333333333334,10.8,0.1875,0,1.6666666666666667,0.4375,16.78125,1.625,0,0,2.125,20,1,4,182,28,32,3,0,1
pipeline/01be423c8ba333a0788c64e3c2c9753b534ded97.txt,61,0.1509433962264151,0.13114754098360656,0.8490566037735849,0,0.7924528301886793,14.0,0.04918032786885246,0.018867924528301886,1.471698113207547,0.6721311475409836,21.688524590163933,1.3396226415094339,0.11320754716981132,32.42857142857143,2.6065573770491803,17,1,4,179,34,113,3,42,1
pipeline/01faf65972f0181ade5df274dd8f3fa15eab0fc7.txt,260,0.32489451476793246,0.023076923076923078,0.5316455696202531,0.07307692307692308,1.459915611814346,8.366666666666667,0.12307692307692308,0.048,5.84,0.45267489711934156,30.23846153846154,0.7763713080168776,0.4092827004219409,42.61538461538461,8.796875,18,3,14,390,23,489,16,391,1
